customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
6510,ACC0006510,Robert,Thompson,4234 Pine Rd,Indianapolis,IN,46640,usa,25 Jun 1948,single,"$50,000-$70,000",F,1,0,High School,1997-04-04,Silver,sKILLED mANUAL,N
6511,ACC0006511,Stephanie,Thompson,8699 Main St,Puebla,PUE,837398,Mexico,1926-06-19,M,50K-70K,M,3,2,Bachelor's Degree,23 Oct 1991,Gold,Skilled Manual,Y
6512,ACC0006512,William,Perez,624 Main St,Milwaukee,WI,25212,USA,1963/09/20,S,$30K - $50K,F,2,0,High School,28 Aug 1994,Silver,Professional,N
6513,ACC0006513,Linda,Lewis,9161 River Rd,San Jose,CA,98735,USA,1935/04/02,S,$30K - $50K,M,1,1,bachelor's degree,02/27/1993,Normal,Management,Y
6514,ACC0006514,Betty,Perez,4096 Pine Rd,bUFFALO,NY,29945,USA,,M,$110K - $130K,M,3,1,Some College,08 Nov 1993,Silver,Manual,1
6515,ACC0006515,David,Walker,6464 Maple Ave,Oakland,CA,,USA,09 Jun 1967,S,"$90,000-$110,000",M,0,0,High School,1993-11-17,Normal,Manual,Y
6516,ACC0006516,Ashley,Lopez,4628 Oak Ave,Vancouver,BC,F2R,Canada,02/25/1973,S,"$50,000-$70,000",M,1,0,Bachelor's Degree,26-09-1993,Silver,Manual,0
6517,ACC0006517,Stephanie,Hernandez,2854 Oak Ave,nASHVILLE,TN,64165,USA,07/27/1948,M,$50K - $70K,F,3,1,Bachelor's Degree,1991/01/02,Bronze,Clerical,N
6518,ACC0006518,Joseph,Ramirez,5579 Maple Ave,Vancouver,BC,H0N,Canada,1967-01-09,Married,,F,1,0,hIGH sCHOOL,04 Oct 1998,Normal,Manual,Y
6519,ACC0006519,Stephanie,Johnson,3379 Maple Ave,Dallas,TX,46406,UNITED STATES,1937-10-07,S,,M,0,0,High School,29 Jan 1990,Bronze,Manual,Y
6520,ACC0006520,Brian,Martin,2796 Oak Ave,Spokane,WA,,United States,1952/05/31,married,$30K - $50K,M,2,2,partial high school,1997/07/05,Normal,Skilled Manual,Y
6521,ACC0006521,Nancy,Scott,6317 Maple Ave,San Diego,CA,83026,USA,12-10-1964,M,"$90,000-$110,000",M,1,1,Some College,05-12-1991,Silver,Skilled Manual,Y
6522,ACC0006522,Charles,Anderson,4137 Pine Rd,Toronto,ON,,Canada,26-08-1966,M,"$30,000-$50,000",m,1,1,Bachelor's Degree,19 Jun 1993,Bronze,Skilled Manual,0
6523,ACC0006523,David,Thomas,8356 Cedar Ln,Seattle,WA,71239,USA,05/15/1940,single,$110K - $130K,M,0,0,High School,1995-02-22,Bronze,Professional,N
6524,ACC0006524,Kimberly,Flores,6028 Pine Rd,Tacoma,WA,73017,UNITED STATES,1952-09-06,S,$30K - $50K,F,0,0,Some College,1994/05/13,Bronze,Professional,Y
6525,ACC0006525,Steven,mARTINEZ,9044 Cedar Ln,Austin,TX,41667,USA,03-01-1961,M,$50K - $70K,F,2,1,Bachelor's Degree,1996-02-29,Normal,Clerical,Y
6526,ACC0006526,Patricia,Williams,7737 1st St,Atlanta,GA,51123,USA,1930-10-21,S,$110K - $130K,Female,3,3,Bachelor's Degree,01/17/1992,Gold,Management,Y
6527,ACC0006527,Brian,Davis,8076 Maple Ave,Ottawa,ON,W0G,Canada,17 Jun 1968,S,$50K - $70K,F,0,0,Some College,1990-08-04,Bronze,manual,N
6528,ACC0006528,Betty,king,1464 Pine Rd,Tacoma,WA,28391,U.S.A.,1958-10-27,M,$90K - $110K,M,2,2,Bachelor's Degree,1992-01-30,Bronze,cLERICAL,Y
6529,ACC0006529,Donald,Sanchez,3434 Oak Ave,Oakland,CA,54994,USA,1931-12-01,M,$10K - $30K,FEMALE,2,1,Graduate Degree,1994-12-26,Normal,Clerical,Y
6530,ACC0006530,Margaret,  Jones,562 Pine Rd,charlotte,nc,49880,U.S.A.,14 Oct 1949,M,,F,0,0,Bachelor's Degree,1991-10-11,Normal,Management,N
6531,ACC0006531,Joseph,Nguyen,7437 Main St,Dallas,TX,82030,USA,25-09-1926,S,50K-70K,M,1,1,Graduate Degree,23 Jul 1998,Bronze,Management,Y
6532,ACC0006532,Michael,Moore  ,49 River Rd,Toronto,ON,I1U,Canada,04 Oct 1939,M,$10K - $30K,m,4,1,Some College,18 Mar 1990,Bronze,Management,N
6533,ACC0006533,Linda,Williams,1626 1st St,Orlando,FL,54731,US,18 Nov 1936,S,70K-90K,M,2,1,bACHELOR'S dEGREE,29-04-1993,Bronze,Manual,N
6534,ACC0006534,George,Lopez,31 1st St,Buffalo,NY,66064,USA,08-09-1931,S,$110K - $130K,F,0,0,Bachelor's Degree,14 Jun 1991,Bronze,Professional,yes
6535,ACC0006535,Sarah,Martinez,4950 Oak Ave,Boise,ID,69891,USA,14 Feb 1971,S,$50K - $70K,M,0,0,high school,05 Aug 1997,Bronze,,N
6536,ACC0006536,Stephanie,Nguyen,7334 Cedar Ln,Indianapolis,IN,,USA,10/18/1964,M,$90K - $110K,M,0,0,Bachelor's Degree,07 Feb 1992,Normal,Clerical,N
6537,ACC0006537,Stephanie,Moore,3500 Oak Ave,Phoenix,AZ,47841,USA,1925-08-04,M,$30K - $50K,M,0,0,Some College,31-12-1990,Bronze,Clerical,Y
6538,ACC0006538,Ashley,Davis,5727 River Rd,Vancouver,BC,L0Q,Canada,28 Feb 1937,single,50K-70K,M,2,2,High School,03 Nov 1993,Normal,Skilled Manual,1
6539,ACC0006539,Sandra,Martin,8139 Pine Rd,Miami,FL,71245,USA,02/23/1950,S,$10K - $30K,f,2,0,Bachelor's Degree,1993-02-23,Normal,Professional,Y
6540,ACC0006540,Deborah,rodriguez,7741 1st St,Cleveland,OH,11009,USA,26-04-1953,M,$90K - $110K,M,2,1,High School,1995/12/30,Gold,Skilled Manual,1
6541,ACC0006541,Stephanie,Walker,5543 Maple Ave,oRLANDO,FL,50311,USA,1963-12-24,,"$70,000-$90,000",M,0,0,Bachelor's Degree,24-11-1992,Silver,Professional,N
6542,ACC0006542,Kevin,Ramirez,6325 Cedar Ln,Albuquerque,NM,74363,UNITED STATES,1974-02-24,Single,,F,0,0,Some College,1995/09/06,Normal,Professional,N
6543,ACC0006543,Jessica,Scott,9843 1st St,Ottawa,ON,I2Q,Canada,09-03-1977,single,$70K - $90K,MALE,0,0,Some College,17 Sep 1996,Silver,,Y
6544,ACC0006544,Sarah,Robinson,3971 Oak Ave,Spokane,WA,85185,USA,08/17/1945,M,10K-30K,Male,1,0,Some College,1992-08-28,Bronze,Professional,Y
6545,ACC0006545,Michael,Martin,809 1st St,Cleveland,OH,56750,USA,,M,"$50,000-$70,000",F,3,1,Some College,02 Oct 1991,Silver,Clerical,N
6546,ACC0006546,Margaret,Brown,3690 Maple Ave,Columbus,OH,16977,USA,09/21/1952,S,$50K - $70K,f,0,0,bACHELOR'S dEGREE,1996/05/10,Normal,Clerical,No
6547,ACC0006547,Richard,Garcia,2579 Cedar Ln,Boise,ID,25440,USA,1940-03-03,S,$50K - $70K,f,4,4,Some College,01/21/1994,Bronze,Skilled Manual,N
6548,ACC0006548,Matthew,Taylor,6390 River Rd,ottawa,ON,Y2O,can.,05 Jul 1923,Married,$10K - $30K,F,3,0,hIGH sCHOOL,10-04-1996,Normal,Clerical,1
6549,ACC0006549,Sandra,Davis,3659 Maple Ave,Vancouver,BC,Z4W,Canada,04/19/1930,M,$30K - $50K,M,1,0,Graduate Degree,27-11-1998,Normal,Management,Y
6550,ACC0006550,Robert,Smith,492 Oak Ave,Tucson,AZ,63186,USA,18 Oct 1980,,$30K - $50K,M,1,0,Some College,10/23/1998,Bronze,Skilled Manual,Y
6551,ACC0006551,Lisa,Jones,526 Cedar Ln,Toronto,ON,T3G,Canada,1976-03-23,S,,M,1,0,Partial High School,1995-12-28,Normal,,Y
6552,ACC0006552,Barbara,Williams,6707 Cedar Ln,Calgary,AB,G3Q,canada,20 Aug 1977,,$10K - $30K,FEMALE,3,0,High School,09/15/1995,sILVER,clerical,N
6553,ACC0006553,Carol,moore,2699 Maple Ave,Puebla,PUE,520560,Mexico,,S,,FEMALE,0,0,High School,1994/04/28,silver,Management,N
6554,ACC0006554,Charles,  jones  ,3703 Pine Rd,Raleigh,NC,45366,USA,29 Feb 1976,married,$30K - $50K,F,0,0,Some College,1997/05/31,Silver,sKILLED mANUAL,yes
6555,ACC0006555,Paul,Clark,4286 Pine Rd,Billings,MT,52924,USA,12 Sep 1969,S,$70K - $90K,M,1,0,Bachelor's Degree,1993/03/15,Gold,Skilled Manual,N
6556,ACC0006556,Ashley,  Williams  ,9632 River Rd,Calgary,AB,X7U,CANADA,27 Sep 1972,M,$70K - $90K,F,5,2,Bachelor's Degree,05/15/1998,SILVER,Clerical,1
6557,ACC0006557,Karen,Jones,1957 Main St,Tacoma,WA,52241,USA,1945/02/18,M,$50K - $70K,F,0,0,Graduate Degree,1998-01-30,Silver,Clerical,Y
6558,ACC0006558,Patricia,Hill,6546 Maple Ave,Hartford,CT,68522,USA,1962/04/17,S,$30K - $50K,F,1,0,High School,08/21/1991,Silver,cLERICAL,yes
6559,ACC0006559,Betty,Ramirez,1868 Main St,Memphis,TN,11940,usa,10/09/1976,married,$70K - $90K,M,0,0,hIGH sCHOOL,1997/07/07,Bronze,Management,N
6560,ACC0006560,Nancy,Ramirez,842 Cedar Ln,Columbus,OH,11351,USA,22-03-1970,M,$30K - $50K,F,4,3,High School,15-08-1994,Silver,Professional,N
6561,ACC0006561,Donald,Lee,5254 Pine Rd,Winnipeg,MB,Q4G,canada,28 Jun 1947,M,,F,2,1,High School,03 Jun 1994,Normal,Professional,Y
6562,ACC0006562,Joseph,Hernandez,8708 River Rd,Cheyenne,wy,70182,USA,27 Jul 1931,married,$50K - $70K,F,5,2,Graduate Degree,26-05-1997,Bronze,Skilled Manual,No
6563,ACC0006563,Brian,Lewis,63 Pine Rd,Chicago,IL,19476,USA,1944/05/29,M,$110K - $130K,M,2,0,Bachelor's Degree,02 Jun 1990,Silver,Clerical,N
6564,ACC0006564,Brian,Wright,9500 Maple Ave,Monterrey,NL,205372,MEXICO,1926-06-18,M,$10K - $30K,F,2,2,High School,1997-09-07,Silver,Manual,Y
6565,ACC0006565,Joseph,Taylor,9714 River Rd,Buffalo,NY,63385,USA,,M,"$10,000-$30,000",MALE,0,0,Partial High School,1992/06/02,Bronze,Clerical,N
6566,ACC0006566,Joseph,Thompson,3761 Main St,Philadelphia,PA,95247,USA,02/28/1924,M,$70K - $90K,F,1,0,Graduate Degree,1998/03/15,Gold,Skilled Manual,N
6567,ACC0006567,Jennifer,rOBINSON,6912 Maple Ave,Reno,NV,92324,USA,1944-03-31,Married,$50K - $70K,m,4,2,Some College,1998/10/04,Bronze,clerical,Y
6568,ACC0006568,Ashley,Young,6575 River Rd,Houston,TX,12247,USA,11/08/1954,single,,F,0,0,Graduate Degree,09 Jun 1996,Silver,Professional,Yes
6569,ACC0006569,Joshua,Anderson,7751 1st St,Albuquerque,nm,38985,USA,07-11-1923,S,30K-50K,M,4,1,Bachelor's Degree,07/15/1990,Bronze,PROFESSIONAL,Yes
6570,ACC0006570,Thomas,White,1373 1st St,Memphis,TN,94384,USA,1939-09-13,S,$10K - $30K,F,0,0,Bachelor's Degree,12/23/1996,Silver,Clerical,N
6571,ACC0006571,Jennifer,Perez,1788 Maple Ave,Reno,NV,40458,USA,1948/11/08,married,$50K - $70K,F,0,0,HIGH SCHOOL,16-09-1994,Silver,Skilled Manual,Y
6572,ACC0006572,Andrew,Martin,3343 Main St,Milwaukee,WI,73509,USA,10 Dec 1966,M,$30K - $50K,F,0,0,High School,1990/10/25,sILVER,Skilled Manual,Y
6573,ACC0006573,sarah,Martin,5500 River Rd,Tijuana,BC,784216,MEXICO,30 Apr 1929,S,"$10,000-$30,000",M,0,0,Bachelor's Degree,29-10-1998,Gold,,Y
6574,ACC0006574,Linda,Thompson,7666 1st St,Honolulu,HI,18034,US,08-10-1960,M,$70K - $90K,Male,2,0,Some College,1995/02/06,Normal,sKILLED mANUAL,N
6575,ACC0006575,Barbara,rodriguez,706 Pine Rd,Houston,TX,55812,United States,01/22/1971,S,"$10,000-$30,000",M,1,1,BACHELOR'S DEGREE,1992/05/04,Bronze,CLERICAL,N
6576,ACC0006576,Thomas,Flores,7596 Maple Ave,Columbus,OH,31390,usa,1928-07-19,S,$70K - $90K,F,0,0,Partial High School,12/12/1990,Silver,,N
6577,ACC0006577,Mary,Torres,5516 Maple Ave,Boise,ID,43839,USA,03/27/1980,M,"$90,000-$110,000",f,2,1,some college,31 Jul 1998,Bronze,Manual,Y
6578,ACC0006578,Emily,Garcia,9273 1st St,Colorado Springs,CO,86016,U.S.A.,08/01/1946,M,$110K - $130K,FEMALE,5,2,GRADUATE DEGREE,20-12-1990,NORMAL,,Y
6579,ACC0006579,Charles,Scott,8778 Main St,Seattle,WA,48384,USA,23 Nov 1952,married,"$130,000-$150,000",M,4,2,high school,1993/11/13,Silver,Skilled Manual,Y
6580,ACC0006580,William,Perez,1629 Cedar Ln,Fresno,CA,95476,USA,1932-12-29,S,$10K - $30K,FEMALE,3,3,Bachelor's Degree,1994-04-18,Bronze,Skilled Manual,Y
6581,ACC0006581,Donna,Robinson,9094 Pine Rd,Reno,NV,55173,USA,06/14/1980,M,"$50,000-$70,000",F,2,0,Bachelor's Degree,04 Dec 1998,Normal,SKILLED MANUAL,Y
6582,ACC0006582,Barbara,Davis,6782 River Rd,Atlanta,GA,81207,USA,1926-12-30,M,,F,1,1,Some College,09/30/1996,Gold,Management,N
6583,ACC0006583,Donna,SMITH,8402 Oak Ave,Oakland,ca,75186,USA,08/29/1945,S,$90K - $110K,m,0,0,Partial High School,1997-12-05,Silver,Skilled Manual,Y
6584,ACC0006584,Ashley,Lewis,7319 Main St,gUADALAJARA,JAL,738784,Mexico,03/21/1960,S,$50K - $70K,M,2,1,Some College,09/25/1993,Silver,Management,N
6585,ACC0006585,Christopher,Perez,2444 Pine Rd,Detroit,MI,15714,USA,22-11-1966,,$110K - $130K,F,2,0,Graduate Degree,04/10/1995,Silver,Manual,0
6586,ACC0006586,Richard,Nguyen,4500 Oak Ave,Milwaukee,WI,63520,U.S.A.,1974-01-09,Single,,M,0,0,Some College,1995/01/19,Gold,Clerical,No
6587,ACC0006587,Patricia,Wright,2558 River Rd,Montreal,QC,Q0D,Canada,06 May 1945,S,$90K - $110K,F,2,0,Bachelor's Degree,1993-07-10,Bronze,Professional,Y
6588,ACC0006588,Patricia,Wright,3505 River Rd,Dallas,TX,61405,USA,02 Dec 1966,Single,110K-130K,M,4,3,Partial High School,11 Jan 1998,Silver,Professional,N
6589,ACC0006589,linda,King,545 Oak Ave,Milwaukee,WI,83095,USA,1934/10/12,S,$50K - $70K,F,2,2,Some College,12/24/1990,Bronze,Clerical,Yes
6590,ACC0006590,Sarah,White,7037 River Rd,Philadelphia,PA,58313,USA,05 Mar 1938,M,$50K - $70K,F,1,0,High School,1990/05/19,Silver,Skilled Manual,N
6591,ACC0006591,Joseph,Walker,6460 Main St,Memphis,TN,33111,U.S.A.,09 Feb 1965,married,$110K - $130K,f,3,1,High School,1991-04-07,NORMAL,Skilled Manual,Y
6592,ACC0006592,Kenneth,Sanchez,6402 Pine Rd,Seattle,WA,19222,USA,,M,$50K - $70K,f,0,0,Bachelor's Degree,1995-03-20,Silver,pROFESSIONAL,1
6593,ACC0006593,Joseph,Garcia,7982 Cedar Ln,Houston,TX,27950,USA,1962/07/24,S,$10K - $30K,f,2,2,Partial High School,12/20/1991,Bronze,Skilled Manual,no
6594,ACC0006594,Emily,Jones,3406 Cedar Ln,Columbus,OH,77900,U.S.A.,1962-02-22,Married,,F,2,0,Some College,,Silver,mANAGEMENT,Y
6595,ACC0006595,Betty,Taylor,3430 Pine Rd,Boise,ID,96891,USA,,S,$10K - $30K,F,0,0,Some College,1990-03-31,Bronze,Clerical,N
6596,ACC0006596,Robert,Perez,3011 Oak Ave,Columbus,OH,,USA,1974-09-09,Single,$70K - $90K,FEMALE,3,0,BACHELOR'S DEGREE,10/13/1996,Silver,Manual,No
6597,ACC0006597,John,Walker,3219 Main St,Denver,CO,82633,USA,1937-03-05,S,$90K - $110K,F,1,1,Partial High School,1991/09/24,Normal,Manual,Y
6598,ACC0006598,Robert,Martinez,1393 Maple Ave,Cheyenne,WY,38658,USA,30 Jul 1924,M,$150K +,MALE,0,0,High School,1995-09-18,Gold,Clerical,Y
6599,ACC0006599,Susan,Rodriguez,7522 Pine Rd,Houston,TX,57152,USA,1927-10-23,M,$50K - $70K,F,3,2,Graduate Degree,1995-10-01,Bronze,Manual,Y
6600,ACC0006600,Richard,Allen,8892 Main St,Ottawa,ON,T0D,Canada,21-07-1954,S,$30K - $50K,FEMALE,0,0,Some College,27-01-1994,Silver,Manual,Yes
6601,ACC0006601,Anthony,Taylor,537 Main St,Salt Lake City,UT,49699,USA,05 Nov 1931,S,"$50,000-$70,000",F,2,2,hIGH sCHOOL,27-12-1995,Bronze,Skilled Manual,N
6602,ACC0006602,George,young,1900 Oak Ave,Boise,ID,23067,USA,05 Feb 1957,M,$70K - $90K,F,0,0,Bachelor's Degree,1993-10-13,Silver,Skilled Manual,N
6603,ACC0006603,Thomas,Williams,391 Main St,Phoenix,az,71413,usa,1938/05/17,single,$10K - $30K,F,1,1,Bachelor's Degree,23 Jul 1992,Silver,Manual,Y
6604,ACC0006604,Deborah,Martin,9029 Pine Rd,Tacoma,WA,74937,USA,1964/03/09,M,$90K - $110K,MALE,0,0,Bachelor's Degree,11-11-1996,Silver,Management,No
6605,ACC0006605,Richard,Scott,7762 Pine Rd,Reno,NV,83713,USA,10-07-1967,S,,MALE,2,1,Bachelor's Degree,20 Feb 1992,Silver,Professional,N
6606,ACC0006606,Karen,Sanchez,6465 Oak Ave,Tijuana,BC,,Mexico,11-03-1963,M,$50K - $70K,F,1,1,Graduate Degree,21-05-1992,Normal,,1
6607,ACC0006607,Sandra,Lewis,5727 Pine Rd,mINNEAPOLIS,MN,64518,USA,10/10/1945,S,$50K - $70K,F,0,0,Bachelor's Degree,1992-04-10,Normal,Clerical,0
6608,ACC0006608,Mary,Wright,2851 Maple Ave,Miami,FL,87738,USA,27 Nov 1955,S,$30K - $50K,M,3,1,Bachelor's Degree,22 May 1993,Normal,Professional,Y
6609,ACC0006609,Carol,King,6582 Cedar Ln,Mexico City,DF,,Mexico,1959-09-27,M,$150K +,F,1,0,Some College,24-09-1990,normal,Clerical,1
6610,ACC0006610,Patricia,Robinson,2786 Cedar Ln,Salt Lake City,UT,16578,US,07 Jan 1958,M,,F,0,0,Some College,05 Jun 1994,Normal,Professional,N
6611,ACC0006611,Nancy,Taylor,6035 River Rd,Tacoma,WA,18356,US,22-09-1951,S,$70K - $90K,MALE,1,0,High School,11/13/1998,Bronze,Skilled Manual,Y
6612,ACC0006612,Ashley,Flores,6834 Maple Ave,Spokane,WA,63052,UNITED STATES,09/11/1955,Single,$10K - $30K,M,0,0,SOME COLLEGE,01/21/1997,Silver,Clerical,Y
6613,ACC0006613,Steven,Perez,9378 Oak Ave,NEWARK,NJ,48266,USA,1969-05-26,S,$10K - $30K,Male,4,1,Bachelor's Degree,11 Jul 1997,Bronze,,Y
6614,ACC0006614,Karen,Davis,7496 Cedar Ln,Monterrey,nl,891509,Mexico,1927-11-30,M,"$30,000-$50,000",M,3,2,Some College,1994-09-16,Bronze,Clerical,Y
6615,ACC0006615,Emily,Perez,9363 River Rd,Cheyenne,WY,56009,USA,08/07/1959,M,$90K - $110K,f,0,0,Bachelor's Degree,18-04-1994,Bronze,Professional,yes
6616,ACC0006616,Donna,Taylor,8803 Main St,HONOLULU,HI,76404,U.S.A.,08/05/1933,S,$110K - $130K,M,2,2,Bachelor's Degree,1994/01/31,Silver,Professional,yes
6617,ACC0006617,Barbara,Hernandez,3450 Cedar Ln,Dallas,TX,78939,USA,24 Jun 1966,single,$10K - $30K,F,2,1,High School,1994-03-27,Bronze,Clerical,N
6618,ACC0006618,Susan,Robinson,5748 Main St,Miami,FL,,US,01 Oct 1939,S,"$50,000-$70,000",M,2,0,Some College,1993-03-02,Bronze,Professional,Y
6619,ACC0006619,Donna,Walker,3872 Main St,Portland,OR,28645,USA,07 Dec 1958,Single,$70K - $90K,F,0,0,high school,09-04-1991,Silver,Management,N
6620,ACC0006620,Kevin,Scott,6849 River Rd,Toronto,ON,T4Q,Canada,01/18/1943,S,150K+,Male,0,0,High School,25 Jun 1997,Bronze,Professional,0
6621,ACC0006621,Anthony,Hernandez,155 Maple Ave,Chicago,IL,81366,USA,08/12/1974,S,$30K - $50K,FEMALE,4,0,High School,1993-12-20,Silver,Management,Y
6622,ACC0006622,NANCY,  Lopez  ,5160 Main St,PHOENIX,AZ,65196,USA,1979-02-04,M,$30K - $50K,F,1,1,Bachelor's Degree,05/01/1998,NORMAL,skilled manual,N
6623,ACC0006623,William,Williams,2410 Cedar Ln,Toronto,ON,Z4V,canada,1927-10-13,married,$30K - $50K,M,2,2,partial high school,20-08-1990,Gold,Clerical,N
6624,ACC0006624,Kevin,Allen,4138 Pine Rd,Sacramento,CA,66806,USA,08/02/1959,single,10K-30K,M,0,0,Bachelor's Degree,24 May 1992,Normal,Skilled Manual,N
6625,ACC0006625,george,Nguyen,1677 Oak Ave,Ottawa,ON,Z6B,Canada,,S,$30K - $50K,M,1,0,Graduate Degree,1994/11/01,Silver,Skilled Manual,N
6626,ACC0006626,Margaret,Davis,4966 River Rd,Detroit,MI,15651,USA,30 Oct 1972,S,$30K - $50K,M,2,1,Some College,1997-11-21,Bronze,Professional,Y
6627,ACC0006627,Edward,Jones,4813 Pine Rd,San Diego,CA,81881,U.S.A.,01-10-1931,married,130K-150K,F,2,2,High School,02 Sep 1995,nORMAL,Clerical,0
6628,ACC0006628,Michael,  Johnson  ,7343 1st St,San Diego,CA,55417,USA,09/02/1945,S,$110K - $130K,F,0,0,Partial High School,02/21/1993,Bronze,Management,Y
6629,ACC0006629,Robert,Hernandez,3809 Main St,Tacoma,WA,11284,USA,02/21/1968,M,$30K - $50K,M,4,4,Partial High School,1991/09/14,Gold,Clerical,N
6630,ACC0006630,Paul,Lewis,8404 River Rd,Tacoma,WA,58494,United States,04 Sep 1963,married,"$130,000-$150,000",M,2,0,Bachelor's Degree,11 Sep 1998,Bronze,,N
6631,ACC0006631,John,Scott,9749 1st St,Charlotte,NC,54801,USA,09 Mar 1977,Married,,Female,2,1,Some College,1997/02/19,Silver,Skilled Manual,N
6632,ACC0006632,Brian,WALKER,576 Maple Ave,ATLANTA,GA,23016,USA,,M,$110K - $130K,M,3,3,Some College,27 May 1996,Bronze,Management,Y
6633,ACC0006633,Thomas,Thomas,9566 Cedar Ln,Monterrey,NL,823870,Mexico,,M,$50K - $70K,M,0,0,Some College,1998-09-14,Bronze,Management,Y
6634,ACC0006634,Sarah,Lopez,21 1st St,Milwaukee,wi,22872,USA,25 May 1944,S,$30K - $50K,MALE,2,2,Partial High School,1992-12-30,Silver,,Y
6635,ACC0006635,sTEVEN,Miller,446 Pine Rd,Puebla,PUE,817863,Mexico,1929-02-09,M,$30K - $50K,F,0,0,Some College,1991/10/16,Gold,Manual,Y
6636,ACC0006636,Richard,Taylor,1236 Cedar Ln,Miami,FL,84666,USA,1932/05/22,M,,M,1,0,HIGH SCHOOL,1994/07/01,Bronze,Professional,Y
6637,ACC0006637,Andrew,Lewis,4934 1st St,Ottawa,ON,L1D,Canada,1956-01-23,M,"$30,000-$50,000",Female,0,0,High School,13-08-1992,Bronze,Management,Y
6638,ACC0006638,Richard,Torres,217 River Rd,Winnipeg,MB,X2Y,Canada,27-10-1930,S,$90K - $110K,M,2,2,Graduate Degree,23 Feb 1991,Silver,,N
6639,ACC0006639,Sandra,Anderson,879 Main St,Portland,OR,89201,USA,23-11-1941,S,$90K - $110K,F,0,0,HIGH SCHOOL,,Silver,,yes
6640,ACC0006640,Carol,Jones,6393 Pine Rd,Miami,FL,95322,United States,16 Jan 1967,S,,F,0,0,Some College,12/17/1998,Silver,manual,No
6641,ACC0006641,Carol,Williams,7435 Main St,Indianapolis,IN,44159,U.S.A.,08/08/1941,M,$50K - $70K,F,5,0,SOME COLLEGE,1990/04/19,Silver,Skilled Manual,Y
6642,ACC0006642,James,Lewis,4330 Cedar Ln,Newark,NJ,23059,United States,1928-05-08,S,70K-90K,m,0,0,Some College,13-03-1998,Normal,Professional,Y
6643,ACC0006643,Jessica,Miller,7740 Oak Ave,Colorado Springs,CO,47638,USA,28-01-1947,M,$30K - $50K,F,2,2,High School,1994/06/04,NORMAL,Skilled Manual,Y
6644,ACC0006644,Paul,Smith,5837 Main St,VANCOUVER,BC,I8Q,Canada,01 Aug 1936,M,$30K - $50K,FEMALE,1,1,Graduate Degree,16 Oct 1994,Bronze,professional,Y
6645,ACC0006645,Lisa,Wilson,9508 Pine Rd,MEMPHIS,TN,47249,usa,1923/05/07,M,$10K - $30K,M,1,0,High School,01 Sep 1996,Bronze,Manual,1
6646,ACC0006646,tHOMAS,Wilson  ,6038 1st St,Detroit,MI,,USA,10/03/1980,M,$30K - $50K,MALE,0,0,Graduate Degree,20-10-1998,Normal,Management,no
6647,ACC0006647,Jessica,Anderson,3630 Oak Ave,Vancouver,BC,L8B,can.,25 Feb 1931,M,$50K - $70K,F,3,3,Graduate Degree,1992/06/06,Normal,Clerical,1
6648,ACC0006648,Robert,Wilson,1816 River Rd,Reno,NV,16685,US,1960-03-18,M,$70K - $90K,f,3,0,Graduate Degree,03 Mar 1995,Normal,Clerical,N
6649,ACC0006649,Paul,Miller,4300 Oak Ave,Columbus,OH,41376,USA,12/28/1934,M,$30K - $50K,Female,0,0,Bachelor's Degree,1990/04/18,Bronze,Manual,Y
6650,ACC0006650,Matthew,Robinson,5015 Main St,Toronto,ON,N5Q,Canada,1954/04/19,S,$10K - $30K,f,5,3,Some College,25-03-1997,Bronze,management,Y
6651,ACC0006651,Linda,Miller,7957 Cedar Ln,monterrey,NL,112602,MEXICO,1937-12-22,married,150K+,M,4,4,High School,1991-02-16,Bronze,Manual,yes
6652,ACC0006652,Kevin,Lopez,3163 River Rd,Charlotte,NC,45089,USA,09/03/1948,M,$30K - $50K,Female,1,1,Bachelor's Degree,1996-06-06,Normal,Professional,N
6653,ACC0006653,Kenneth,Lewis,8320 Main St,Reno,NV,91464,USA,1974-04-27,M,$50K - $70K,M,3,2,high school,1992/12/19,Silver,Professional,Y
6654,ACC0006654,Elizabeth,Miller,1974 Main St,memphis,TN,12768,usa,28 Jun 1976,M,,M,2,1,Some College,29 Jan 1998,Normal,Management,Y
6655,ACC0006655,Carol,Perez,1978 River Rd,Austin,TX,58569,UNITED STATES,26-09-1936,M,,F,4,2,Some College,11-02-1995,Bronze,Professional,Y
6656,ACC0006656,Jennifer,Moore,9795 1st St,Tijuana,BC,341771,Mexico,1963/12/01,S,,M,3,0,Some College,27 Oct 1994,Silver,Management,Y
6657,ACC0006657,Kimberly,Robinson,3992 Main St,Oakland,CA,87217,USA,14-11-1955,S,$30K - $50K,Female,0,0,sOME cOLLEGE,1997/01/29,Bronze,Management,Y
6658,ACC0006658,Amanda,Hernandez,2662 Cedar Ln,rALEIGH,NC,12837,USA,21-03-1937,S,$70K - $90K,M,3,1,High School,1990/06/11,Gold,Professional,0
6659,ACC0006659,Michael,Hill,2280 Maple Ave,Boise,ID,47308,USA,10/26/1956,M,,f,0,0,Bachelor's Degree,1991-09-17,Normal,Skilled Manual,N
6660,ACC0006660,George,Moore,7961 Maple Ave,Boston,MA,54200,US,1945/07/24,S,$30K - $50K,Female,0,0,some college,1996/04/15,Silver,Skilled Manual,N
